ts,src,tc,rh,co2,pm1,pm25,pm4,pm10,voc,nox,vb,flags
1787566560,local,20.5,88.0,2431,,3.7,,,177,1,,0
1787566560,bedroom,19.3,91.0,2147,,,,,,,3.386,0
1787566680,local,20.6,88.0,2432,,3.7,,,177,1,,0
1787566800,local,20.6,88.0,2432,,3.6,,,177,1,,0
1787566800,bedroom,19.4,91.0,2147,,,,,,,3.385,0
1787566920,local,20.6,88.0,2432,,3.6,,,177,1,,0
1787567040,local,20.6,88.0,2433,,3.6,,,177,1,,0
1787567160,local,20.6,88.0,2433,,3.6,,,177,1,,0
1787567160,bedroom,19.4,91.0,2148,,,,,,,3.384,0
1787567280,local,20.7,88.0,2433,,3.6,,,177,1,,0
1787567400,local,20.7,88.0,2434,,3.6,,,177,1,,0
1787567400,bedroom,19.5,91.0,2149,,,,,,,3.384,0
1787567520,local,20.7,88.0,2434,,3.6,,,177,1,,0
1787567640,local,20.7,88.0,2435,,3.6,,,177,1,,0
1787567760,local,20.8,88.0,2436,,3.5,,,177,1,,0
1787567760,bedroom,19.6,91.0,2150,,,,,,,3.383,0
1787567880,local,20.8,88.0,2436,,3.5,,,177,1,,0
1787568000,local,20.8,88.0,2437,,3.5,,,177,1,,0
1787568000,bedroom,19.6,91.0,2152,,,,,,,3.382,0
1787568120,local,20.8,88.0,2438,,3.5,,,178,1,,0
1787568240,local,20.9,88.0,2439,,3.5,,,178,1,,0
1787568360,local,20.9,88.0,2440,,3.5,,,178,1,,0
1787568360,bedroom,19.7,91.0,2154,,,,,,,3.381,0
1787568480,local,20.9,88.0,2441,,3.5,,,178,1,,0
1787568600,local,21.0,88.0,2442,,3.5,,,178,1,,0
1787568600,bedroom,19.8,91.0,2156,,,,,,,3.381,0
1787568720,local,21.0,88.0,2443,,3.4,,,178,1,,0
1787568840,local,21.0,88.0,2444,,3.4,,,178,1,,0
1787568960,local,21.0,88.0,2446,,3.4,,,178,1,,0
1787568960,bedroom,19.8,91.0,2159,,,,,,,3.380,0
1787569080,local,21.1,88.0,2447,,3.4,,,178,1,,0
1787569200,local,21.1,88.0,2448,,3.4,,,178,1,,0
1787569200,bedroom,19.9,91.0,2161,,,,,,,3.379,0
1787569320,local,21.1,88.0,2450,,3.4,,,178,1,,0
1787569440,local,21.2,88.0,2451,,3.4,,,178,1,,0
1787569560,local,21.2,88.0,2453,,3.4,,,178,1,,0
1787569560,bedroom,20.0,91.0,2165,,,,,,,3.378,0
1787569680,local,21.2,88.0,2455,,3.4,,,178,1,,0
1787569800,local,21.2,88.0,2456,,3.3,,,178,1,,0
1787569800,bedroom,20.0,91.0,2168,,,,,,,3.378,0
1787569920,local,21.3,88.0,2458,,3.3,,,178,1,,0
1787570040,local,21.3,88.0,2460,,3.3,,,179,1,,0
1787570160,local,21.3,88.0,2462,,3.3,,,179,1,,0
1787570160,bedroom,20.1,91.0,2173,,,,,,,3.377,0
1787570280,local,21.4,88.0,2464,,3.3,,,179,1,,0
1787570400,local,21.4,88.0,2466,,3.3,,,179,1,,0
1787570400,bedroom,20.2,91.0,2176,,,,,,,3.376,0
1787570520,local,21.4,88.0,2468,,3.3,,,179,1,,0
1787570640,local,21.5,88.0,2470,,3.3,,,179,1,,0
1787570760,local,21.5,88.0,2472,,3.3,,,179,1,,0
1787570760,bedroom,20.3,91.0,2181,,,,,,,3.375,0
1787570880,local,21.5,88.0,2475,,3.2,,,179,1,,0
1787571000,local,21.6,88.0,2477,,3.2,,,179,1,,0
1787571000,bedroom,20.4,91.0,2185,,,,,,,3.375,0
1787571120,local,21.6,88.0,2479,,3.2,,,179,1,,0
1787571240,local,21.6,88.0,2482,,3.2,,,179,1,,0
1787571360,local,21.7,88.0,2484,,3.2,,,179,1,,0
1787571360,bedroom,20.5,91.0,2192,,,,,,,3.374,0
1787571480,local,21.7,88.0,2487,,3.2,,,179,1,,0
1787571600,local,21.7,88.0,2489,,3.2,,,179,1,,0
1787571600,bedroom,20.5,91.0,2196,,,,,,,3.373,0
1787571720,local,21.8,88.0,2492,,3.2,,,179,1,,0
1787571840,local,21.8,88.0,2495,,3.2,,,179,1,,0
1787571960,local,21.8,88.0,2497,,3.2,,,179,1,,0
1787571960,bedroom,20.6,91.0,2203,,,,,,,3.372,0
1787572080,local,21.9,88.0,2500,,3.1,,,179,1,,0
1787572200,local,21.9,88.0,2503,,3.1,,,179,1,,0
1787572200,bedroom,20.7,91.0,2207,,,,,,,3.372,0
1787572320,local,21.9,88.0,2506,,3.1,,,180,1,,0
1787572440,local,22.0,88.0,2509,,3.1,,,180,1,,0
1787572560,local,22.0,88.0,2512,,3.1,,,180,1,,0
1787572560,bedroom,20.8,91.0,2215,,,,,,,3.371,0
1787572680,local,22.0,88.0,2515,,3.1,,,180,1,,0
1787572800,local,22.1,88.0,2518,,3.1,,,180,1,,0
1787572800,bedroom,20.9,91.0,2220,,,,,,,3.370,0
1787572920,local,22.1,88.0,2521,,3.1,,,180,1,,0
1787573040,local,22.1,88.0,2524,,3.1,,,180,1,,0
1787573160,local,22.2,88.0,2527,,3.1,,,180,1,,0
1787573160,bedroom,21.0,91.0,2228,,,,,,,3.369,0
1787573280,local,22.2,88.0,2530,,3.1,,,180,1,,0
1787573400,local,22.2,88.0,2533,,3.0,,,180,1,,0
1787573400,bedroom,21.0,91.0,2233,,,,,,,3.368,0
1787573520,local,22.3,88.0,2536,,3.0,,,180,1,,0
1787573640,local,22.3,88.0,2540,,3.0,,,180,1,,0
1787573760,local,22.3,88.0,2543,,3.0,,,180,1,,0
1787573760,bedroom,21.1,91.0,2241,,,,,,,3.368,0
1787573880,local,22.4,88.0,2546,,3.0,,,180,1,,0
1787574000,local,22.4,88.0,2549,,3.0,,,180,1,,0
1787574000,bedroom,21.2,91.0,2247,,,,,,,3.367,0
1787574120,local,22.4,88.0,2553,,3.0,,,180,1,,0
1787574240,local,22.5,88.0,2556,,3.0,,,180,1,,0
1787574360,local,22.5,88.0,2559,,3.0,,,180,1,,0
1787574360,bedroom,21.3,91.0,2255,,,,,,,3.366,0
1787574480,local,22.5,88.0,2563,,3.0,,,180,1,,0
1787574600,local,22.6,88.0,2566,,3.0,,,180,1,,0
1787574600,bedroom,21.4,91.0,2261,,,,,,,3.365,0
1787574720,local,22.6,88.0,2569,,3.0,,,181,1,,0
1787574840,local,22.6,88.0,2573,,3.0,,,181,1,,0
