ts,src,tc,rh,co2,pm1,pm25,pm4,pm10,voc,nox,vb,flags
1787394840,local,19.3,49.9,593,,3.6,,,104,1,,0
1787394960,local,19.3,49.9,591,,3.5,,,104,1,,0
1787394960,bedroom,18.1,52.9,582,,,,,,,3.823,0
1787395080,local,19.3,49.9,589,,3.5,,,103,1,,0
1787395200,local,19.3,49.9,587,,3.5,,,103,1,,0
1787395200,bedroom,18.1,52.9,579,,,,,,,3.822,0
1787395320,local,19.4,49.9,586,,3.5,,,103,1,,0
1787395440,local,19.4,49.9,584,,3.5,,,103,1,,0
1787395560,local,19.4,49.9,582,,3.5,,,103,1,,0
1787395560,bedroom,18.2,52.9,575,,,,,,,3.821,0
1787395680,local,19.4,49.9,581,,3.5,,,103,1,,0
1787395800,local,19.5,49.9,580,,3.5,,,103,1,,0
1787395800,bedroom,18.3,52.9,573,,,,,,,3.821,0
1787395920,local,19.5,49.9,578,,3.4,,,103,1,,0
1787396040,local,19.5,49.9,577,,3.4,,,103,1,,0
1787396160,local,19.5,49.9,576,,3.4,,,103,1,,0
1787396160,bedroom,18.3,52.9,569,,,,,,,3.820,0
1787396280,local,19.6,49.9,575,,3.4,,,103,1,,0
1787396400,local,19.6,49.9,573,,3.4,,,103,1,,0
1787396400,bedroom,18.4,52.9,567,,,,,,,3.819,0
1787396520,local,19.6,49.9,572,,3.4,,,103,1,,0
1787396640,local,19.7,49.9,571,,3.4,,,103,1,,0
1787396760,local,19.7,49.8,571,,3.4,,,103,1,,0
1787396760,bedroom,18.5,52.8,565,,,,,,,3.818,0
1787396880,local,19.7,49.8,570,,3.4,,,103,1,,0
1787397000,local,19.7,49.8,569,,3.3,,,103,1,,0
1787397000,bedroom,18.5,52.8,564,,,,,,,3.818,0
1787397120,local,19.8,49.8,568,,3.3,,,103,1,,0
1787397240,local,19.8,49.8,567,,3.3,,,103,1,,0
1787397360,local,19.8,49.8,567,,3.3,,,103,1,,0
1787397360,bedroom,18.6,52.8,562,,,,,,,3.817,0
1787397480,local,19.9,49.8,566,,3.3,,,103,1,,0
1787397600,local,19.9,49.8,566,,3.3,,,103,1,,0
1787397600,bedroom,18.7,52.8,561,,,,,,,3.816,0
1787397720,local,19.9,49.8,565,,3.3,,,103,1,,0
1787397840,local,19.9,49.8,565,,3.3,,,103,1,,0
1787397960,local,20.0,49.8,565,,3.3,,,103,1,,0
1787397960,bedroom,18.8,52.8,560,,,,,,,3.815,0
1787398080,local,20.0,49.8,565,,3.2,,,103,1,,0
1787398200,local,20.0,49.8,564,,3.2,,,102,1,,0
1787398200,bedroom,18.8,52.8,560,,,,,,,3.815,0
1787398320,local,20.1,49.8,564,,3.2,,,102,1,,0
1787398440,local,20.1,49.7,564,,3.2,,,102,1,,0
1787398560,local,20.1,49.7,564,,3.2,,,102,1,,0
1787398560,bedroom,18.9,52.7,560,,,,,,,3.814,0
1787398680,local,20.2,49.7,564,,3.2,,,102,1,,0
1787398800,local,20.2,49.7,564,,3.2,,,102,1,,0
1787398800,bedroom,19.0,52.7,560,,,,,,,3.813,0
1787398920,local,20.2,49.7,564,,3.2,,,102,1,,0
1787399040,local,20.2,49.7,565,,3.2,,,102,1,,0
1787399160,local,20.3,49.7,565,,3.2,,,102,1,,0
1787399160,bedroom,19.1,52.7,560,,,,,,,3.812,0
1787399280,local,20.3,49.7,565,,3.1,,,102,1,,0
1787399400,local,20.3,49.7,565,,3.1,,,102,1,,0
1787399400,bedroom,19.1,52.7,561,,,,,,,3.812,0
1787399520,local,20.4,49.7,566,,3.1,,,102,1,,0
1787399640,local,20.4,49.7,566,,3.1,,,102,1,,0
1787399760,local,20.4,49.7,567,,3.1,,,102,1,,0
1787399760,bedroom,19.2,52.7,562,,,,,,,3.811,0
1787399880,local,20.5,49.6,567,,3.1,,,102,1,,0
1787400000,local,20.5,49.6,568,,3.1,,,102,1,,0
1787400000,bedroom,19.3,52.6,562,,,,,,,3.810,0
1787400120,local,20.5,49.6,568,,3.1,,,102,1,,0
1787400240,local,20.6,49.6,569,,3.1,,,102,1,,0
1787400360,local,20.6,49.6,569,,3.1,,,102,1,,0
1787400360,bedroom,19.4,52.6,564,,,,,,,3.809,0
1787400480,local,20.6,49.6,570,,3.1,,,102,1,,0
1787400600,local,20.7,49.6,571,,3.0,,,102,1,,0
1787400600,bedroom,19.5,52.6,565,,,,,,,3.808,0
1787400720,local,20.7,49.6,571,,3.0,,,101,1,,0
1787400840,local,20.7,49.6,572,,3.0,,,101,1,,0
1787400960,local,20.8,49.6,573,,3.0,,,101,1,,0
1787400960,bedroom,19.6,52.6,567,,,,,,,3.808,0
1787401080,local,20.8,49.5,574,,3.0,,,101,1,,0
1787401200,local,20.8,49.5,574,,3.0,,,101,1,,0
1787401200,bedroom,19.6,52.5,568,,,,,,,3.807,0
1787401320,local,20.8,49.5,575,,3.0,,,101,1,,0
1787401440,local,20.9,49.5,576,,3.0,,,101,1,,0
1787401560,local,20.9,49.5,577,,3.0,,,101,1,,0
1787401560,bedroom,19.7,52.5,570,,,,,,,3.806,0
1787401680,local,20.9,49.5,578,,3.0,,,101,1,,0
1787401800,local,21.0,49.5,578,,3.0,,,101,1,,0
1787401800,bedroom,19.8,52.5,572,,,,,,,3.805,0
1787401920,local,21.0,49.5,579,,3.0,,,101,1,,0
1787402040,local,21.0,49.5,580,,3.0,,,101,1,,0
1787402160,local,21.1,49.5,581,,3.0,,,101,1,,0
1787402160,bedroom,19.9,52.5,574,,,,,,,3.804,0
1787402280,local,21.1,49.4,582,,2.9,,,101,1,,0
1787402400,local,21.1,49.4,582,,2.9,,,101,1,,0
1787402400,bedroom,19.9,52.4,575,,,,,,,3.804,0
1787402520,local,21.1,49.4,583,,2.9,,,101,1,,0
1787402640,local,21.2,49.4,584,,2.9,,,101,1,,0
1787402760,local,21.2,49.4,585,,2.9,,,101,1,,0
1787402760,bedroom,20.0,52.4,577,,,,,,,3.803,0
1787402880,local,21.2,49.4,586,,2.9,,,100,1,,0
1787403000,local,21.3,49.4,586,,2.9,,,100,1,,0
1787403000,bedroom,20.1,52.4,579,,,,,,,3.802,0
1787403120,local,21.3,49.4,587,,2.9,,,100,1,,0
1787403240,local,21.3,49.3,588,,2.9,,,100,1,,0
1787403360,local,21.3,49.3,589,,2.9,,,100,1,,0
1787403360,bedroom,20.1,52.3,580,,,,,,,3.801,0
1787403480,local,21.4,49.3,589,,2.9,,,100,1,,0
1787403600,local,21.4,49.3,590,,2.9,,,100,1,,0
1787403600,bedroom,20.2,52.3,582,,,,,,,3.801,0
1787403720,local,21.4,49.3,591,,2.9,,,100,1,,0
1787403840,local,21.5,49.3,591,,2.9,,,100,1,,0
1787403960,local,21.5,49.3,592,,2.9,,,100,1,,0
1787403960,bedroom,20.3,52.3,583,,,,,,,3.800,0
1787404080,local,21.5,49.3,592,,2.9,,,100,1,,0
1787404200,local,21.5,49.2,593,,2.9,,,100,1,,0
1787404200,bedroom,20.3,52.2,584,,,,,,,3.799,0
1787404320,local,21.6,49.2,593,,2.9,,,100,1,,0
1787404440,local,21.6,49.2,594,,2.9,,,100,1,,0
1787404560,local,21.6,49.2,594,,2.9,,,100,1,,0
1787404560,bedroom,20.4,52.2,585,,,,,,,3.798,0
1787404680,local,21.6,49.2,595,,2.8,,,100,1,,0
1787404800,local,21.7,49.2,595,,2.8,,,100,1,,0
1787404800,bedroom,20.5,52.2,586,,,,,,,3.798,0
1787404920,local,21.7,49.2,595,,2.8,,,100,1,,0
1787405040,local,21.7,49.2,595,,2.8,,,99,1,,0
1787405160,local,21.7,49.1,596,,2.8,,,99,1,,0
1787405160,bedroom,20.5,52.1,586,,,,,,,3.797,0
1787405280,local,21.8,49.1,596,,2.8,,,99,1,,0
1787405400,local,21.8,49.1,596,,2.8,,,99,1,,0
1787405400,bedroom,20.6,52.1,586,,,,,,,3.796,0
1787405520,local,21.8,49.1,596,,2.8,,,99,1,,0
1787405640,local,21.8,49.1,596,,2.8,,,99,1,,0
1787405760,local,21.8,49.1,596,,2.8,,,99,1,,0
1787405760,bedroom,20.6,52.1,586,,,,,,,3.795,0
1787405880,local,21.9,49.1,596,,2.8,,,99,1,,0
1787406000,local,21.9,49.0,595,,2.8,,,99,1,,0
1787406000,bedroom,20.7,52.0,586,,,,,,,3.795,0
1787406120,local,21.9,49.0,595,,2.8,,,99,1,,0
1787406240,local,21.9,49.0,595,,2.8,,,99,1,,0
1787406360,local,21.9,49.0,595,,2.8,,,99,1,,0
1787406360,bedroom,20.7,52.0,585,,,,,,,3.794,0
1787406480,local,22.0,49.0,594,,2.8,,,99,1,,0
1787406600,local,22.0,49.0,594,,2.8,,,99,1,,0
1787406600,bedroom,20.8,52.0,585,,,,,,,3.793,0
1787406720,local,22.0,49.0,593,,2.8,,,99,1,,0
1787406840,local,22.0,48.9,593,,2.8,,,99,1,,0
1787406960,local,22.0,48.9,592,,2.8,,,98,1,,0
1787406960,bedroom,20.8,51.9,583,,,,,,,3.792,0
1787407080,local,22.0,48.9,591,,2.8,,,98,1,,0
1787407200,local,22.1,48.9,590,,2.8,,,98,1,,0
1787407200,bedroom,20.9,51.9,582,,,,,,,3.792,0
1787407320,local,22.1,48.9,589,,2.8,,,98,1,,0
1787407440,local,22.1,48.9,589,,2.8,,,98,1,,0
1787407560,local,22.1,48.8,588,,2.8,,,98,1,,0
1787407560,bedroom,20.9,51.8,579,,,,,,,3.791,0
1787407680,local,22.1,48.8,587,,2.8,,,98,1,,0
1787407800,local,22.1,48.8,585,,2.8,,,98,1,,0
1787407800,bedroom,20.9,51.8,578,,,,,,,3.790,0
1787407920,local,22.1,48.8,584,,2.8,,,98,1,,0
1787408040,local,22.2,48.8,583,,2.8,,,98,1,,0
1787408160,local,22.2,48.8,582,,2.8,,,98,1,,0
1787408160,bedroom,21.0,51.8,574,,,,,,,3.789,0
1787408280,local,22.2,48.8,580,,2.8,,,98,1,,0
1787408400,local,22.2,48.7,579,,2.8,,,98,1,,0
1787408400,bedroom,21.0,51.7,572,,,,,,,3.789,0
1787408520,local,22.2,48.7,578,,2.8,,,98,1,,0
1787408640,local,22.2,48.7,576,,2.8,,,98,1,,0
1787408760,local,22.2,48.7,574,,2.8,,,98,1,,0
1787408760,bedroom,21.0,51.7,568,,,,,,,3.788,0
1787408880,local,22.2,48.7,573,,2.8,,,97,1,,0
1787409000,local,22.2,48.7,571,,2.8,,,97,1,,0
1787409000,bedroom,21.0,51.7,565,,,,,,,3.787,0
1787409120,local,22.2,48.6,569,,2.8,,,97,1,,0
1787409240,local,22.3,48.6,567,,2.8,,,97,1,,0
1787409360,local,22.3,48.6,566,,2.8,,,97,1,,0
1787409360,bedroom,21.1,51.6,561,,,,,,,3.786,0
1787409480,local,22.3,48.6,564,,2.8,,,97,1,,0
1787409600,local,22.3,48.6,562,,2.8,,,97,1,,0
1787409600,bedroom,21.1,51.6,557,,,,,,,3.786,0
1787409720,local,22.3,48.6,560,,2.8,,,97,1,,0
1787409840,local,22.3,48.5,557,,2.8,,,97,1,,0
1787409960,local,22.3,48.5,555,,2.8,,,97,1,,0
1787409960,bedroom,21.1,51.5,552,,,,,,,3.785,0
1787410080,local,22.3,48.5,553,,2.8,,,97,1,,0
1787410200,local,22.3,48.5,551,,2.8,,,97,1,,0
1787410200,bedroom,21.1,51.5,548,,,,,,,3.784,0
1787410320,local,22.3,48.5,549,,2.8,,,97,1,,0
1787410440,local,22.3,48.4,546,,2.8,,,97,1,,0
1787410560,local,22.3,48.4,544,,2.8,,,97,1,,0
1787410560,bedroom,21.1,51.4,542,,,,,,,3.783,0
1787410680,local,22.3,48.4,541,,2.8,,,96,1,,0
1787410800,local,22.3,48.4,539,,2.8,,,96,1,,0
1787410800,bedroom,21.1,51.4,538,,,,,,,3.782,0
1787410920,local,22.3,48.4,537,,2.9,,,96,1,,0
1787411040,local,22.3,48.4,534,,2.9,,,96,1,,0
1787411160,local,22.3,48.3,531,,2.9,,,96,1,,0
1787411160,bedroom,21.1,51.3,532,,,,,,,3.782,0
1787411280,local,22.3,48.3,529,,2.9,,,96,1,,0
1787411400,local,22.3,48.3,526,,2.9,,,96,1,,0
1787411400,bedroom,21.1,51.3,527,,,,,,,3.781,0
1787411520,local,22.3,48.3,524,,2.9,,,96,1,,0
1787411640,local,22.3,48.3,521,,2.9,,,96,1,,0
1787411760,local,22.3,48.2,518,,2.9,,,96,1,,0
1787411760,bedroom,21.1,51.2,520,,,,,,,3.780,0
1787411880,local,22.3,48.2,515,,2.9,,,96,1,,0
1787412000,local,22.3,48.2,513,,2.9,,,96,1,,0
1787412000,bedroom,21.1,51.2,516,,,,,,,3.779,0
1787412120,local,22.3,48.2,510,,2.9,,,96,1,,0
1787412240,local,22.3,48.2,507,,2.9,,,96,1,,0
1787412360,local,22.3,48.2,504,,2.9,,,96,1,,0
1787412360,bedroom,21.1,51.2,509,,,,,,,3.779,0
1787412480,local,22.2,48.1,501,,2.9,,,95,1,,0
1787412600,local,22.2,48.1,499,,2.9,,,95,1,,0
1787412600,bedroom,21.0,51.1,504,,,,,,,3.778,0
1787412720,local,22.2,48.1,496,,2.9,,,95,1,,0
1787412840,local,22.2,48.1,493,,2.9,,,95,1,,0
1787412960,local,22.2,48.1,490,,2.9,,,95,1,,0
1787412960,bedroom,21.0,51.1,497,,,,,,,3.777,0
1787413080,local,22.2,48.0,487,,2.9,,,95,1,,0
1787413200,local,22.2,48.0,485,,3.0,,,95,1,,0
1787413200,bedroom,21.0,51.0,492,,,,,,,3.776,0
1787413320,local,22.2,48.0,482,,3.0,,,95,1,,0
1787413440,local,22.2,48.0,479,,3.0,,,95,1,,0
1787413560,local,22.2,48.0,476,,3.0,,,95,1,,0
1787413560,bedroom,21.0,51.0,485,,,,,,,3.775,0
1787413680,local,22.1,47.9,473,,3.0,,,95,1,,0
1787413800,local,22.1,47.9,470,,3.0,,,95,1,,0
1787413800,bedroom,20.9,50.9,480,,,,,,,3.775,0
1787413920,local,22.1,47.9,468,,3.0,,,95,1,,0
1787414040,local,22.1,47.9,465,,3.0,,,95,1,,0
1787414160,local,22.1,47.9,462,,3.0,,,95,1,,0
1787414160,bedroom,20.9,50.9,473,,,,,,,3.774,0
1787414280,local,22.1,47.8,459,,3.0,,,94,1,,0
1787414400,local,22.1,47.8,457,,3.0,,,94,1,,0
1787414400,bedroom,20.9,50.8,468,,,,,,,3.773,0
1787414520,local,22.0,47.8,454,,3.0,,,94,1,,0
1787414640,local,22.0,47.8,451,,3.0,,,94,1,,0
1787414760,local,22.0,47.8,449,,3.0,,,94,1,,0
1787414760,bedroom,20.8,50.8,462,,,,,,,3.772,0
1787414880,local,22.0,47.7,446,,3.1,,,94,1,,0
1787415000,local,22.0,47.7,444,,3.1,,,94,1,,0
1787415000,bedroom,20.8,50.7,457,,,,,,,3.772,0
1787415120,local,22.0,47.7,441,,3.1,,,94,1,,0
1787415240,local,21.9,47.7,439,,3.1,,,94,1,,0
1787415360,local,21.9,47.7,436,,3.1,,,94,1,,0
1787415360,bedroom,20.7,50.7,451,,,,,,,3.771,0
1787415480,local,21.9,47.6,434,,3.1,,,94,1,,0
1787415600,local,21.9,47.6,432,,3.1,,,94,1,,0
1787415600,bedroom,20.7,50.6,447,,,,,,,3.770,0
1787415720,local,21.9,47.6,429,,3.1,,,94,1,,0
1787415840,local,21.8,47.6,427,,3.1,,,94,1,,0
1787415960,local,21.8,47.6,425,,3.1,,,94,1,,0
1787415960,bedroom,20.6,50.6,441,,,,,,,3.769,0
1787416080,local,21.8,47.5,423,,3.1,,,93,1,,0
1787416200,local,21.8,47.5,421,,3.2,,,93,1,,0
1787416200,bedroom,20.6,50.5,438,,,,,,,3.769,0
1787416320,local,21.8,47.5,419,,3.2,,,93,1,,0
1787416440,local,21.7,47.5,417,,3.2,,,93,1,,0
1787416560,local,21.7,47.5,415,,3.2,,,93,1,,0
1787416560,bedroom,20.5,50.5,433,,,,,,,3.768,0
1787416680,local,21.7,47.4,413,,3.2,,,93,1,,0
1787416800,local,21.7,47.4,411,,3.2,,,93,1,,0
1787416800,bedroom,20.5,50.4,430,,,,,,,3.767,0
1787416920,local,21.6,47.4,410,,3.2,,,93,1,,0
1787417040,local,21.6,47.4,408,,3.2,,,93,1,,0
1787417160,local,21.6,47.4,406,,3.2,,,93,1,,0
1787417160,bedroom,20.4,50.4,425,,,,,,,3.766,0
1787417280,local,21.6,47.3,405,,3.2,,,93,1,,0
1787417400,local,21.5,47.3,403,,3.3,,,93,1,,0
1787417400,bedroom,20.3,50.3,423,,,,,,,3.766,0
1787417520,local,21.5,47.3,402,,3.3,,,93,1,,0
1787417640,local,21.5,47.3,401,,3.3,,,93,1,,0
1787417760,local,21.5,47.3,399,,3.3,,,93,1,,0
1787417760,bedroom,20.3,50.3,419,,,,,,,3.765,0
1787417880,local,21.4,47.2,398,,3.3,,,93,1,,0
1787418000,local,21.4,47.2,397,,3.3,,,92,1,,0
1787418000,bedroom,20.2,50.2,417,,,,,,,3.764,0
1787418120,local,21.4,47.2,396,,3.3,,,92,1,,0
1787418240,local,21.3,47.2,395,,3.3,,,92,1,,0
1787418360,local,21.3,47.1,394,,3.3,,,92,1,,0
1787418360,bedroom,20.1,50.1,415,,,,,,,3.763,0
1787418480,local,21.3,47.1,393,,3.4,,,92,1,,0
1787418600,local,21.3,47.1,393,,3.4,,,92,1,,0
1787418600,bedroom,20.1,50.1,414,,,,,,,3.763,0
1787418720,local,21.2,47.1,392,,3.4,,,92,1,,0
1787418840,local,21.2,47.1,391,,3.4,,,92,1,,0
1787418960,local,21.2,47.0,391,,3.4,,,92,1,,0
1787418960,bedroom,20.0,50.0,412,,,,,,,3.762,0
1787419080,local,21.1,47.0,390,,3.4,,,92,1,,0
1787419200,local,21.1,47.0,390,,3.4,,,92,1,,0
1787419200,bedroom,19.9,50.0,412,,,,,,,3.761,0
1787419320,local,21.1,47.0,390,,3.4,,,92,1,,0
1787419440,local,21.1,47.0,390,,3.4,,,92,1,,0
1787419560,local,21.0,46.9,389,,3.5,,,92,1,,0
1787419560,bedroom,19.8,49.9,411,,,,,,,3.760,0
1787419680,local,21.0,46.9,389,,3.5,,,92,1,,0
1787419800,local,21.0,46.9,389,,3.5,,,91,1,,0
1787419800,bedroom,19.8,49.9,411,,,,,,,3.760,0
1787419920,local,20.9,46.9,389,,3.5,,,91,1,,0
1787420040,local,20.9,46.8,390,,3.5,,,91,1,,0
1787420160,local,20.9,46.8,390,,3.5,,,91,1,,0
1787420160,bedroom,19.7,49.8,411,,,,,,,3.759,0
1787420280,local,20.8,46.8,390,,3.5,,,91,1,,0
1787420400,local,20.8,46.8,391,,3.5,,,91,1,,0
1787420400,bedroom,19.6,49.8,412,,,,,,,3.758,0
1787420520,local,20.8,46.8,391,,3.6,,,91,1,,0
1787420640,local,20.8,46.7,392,,3.6,,,91,1,,0
1787420760,local,20.7,46.7,392,,3.6,,,91,1,,0
1787420760,bedroom,19.5,49.7,413,,,,,,,3.757,0
1787420880,local,20.7,46.7,393,,3.6,,,91,1,,0
1787421000,local,20.7,46.7,393,,3.6,,,91,1,,0
1787421000,bedroom,19.5,49.7,414,,,,,,,3.757,0
1787421120,local,20.6,46.7,394,,3.6,,,91,1,,0
1787421240,local,20.6,46.6,395,,3.6,,,91,1,,0
1787421360,local,20.6,46.6,396,,3.6,,,91,1,,0
1787421360,bedroom,19.4,49.6,417,,,,,,,3.756,0
1787421480,local,20.5,46.6,397,,3.7,,,91,1,,0
1787421600,local,20.5,46.6,398,,3.7,,,91,1,,0
1787421600,bedroom,19.3,49.6,418,,,,,,,3.755,0
1787421720,local,20.5,46.5,399,,3.7,,,91,1,,0
1787421840,local,20.4,46.5,400,,3.7,,,90,1,,0
1787421960,local,20.4,46.5,402,,3.7,,,90,1,,0
1787421960,bedroom,19.2,49.5,421,,,,,,,3.754,0
1787422080,local,20.4,46.5,403,,3.7,,,90,1,,0
1787422200,local,20.3,46.5,404,,3.7,,,90,1,,0
1787422200,bedroom,19.1,49.5,424,,,,,,,3.753,0
1787422320,local,20.3,46.4,406,,3.7,,,90,1,,0
1787422440,local,20.3,46.4,407,,3.8,,,90,1,,0
1787422560,local,20.2,46.4,408,,3.8,,,90,1,,0
1787422560,bedroom,19.0,49.4,427,,,,,,,3.753,0
1787422680,local,20.2,46.4,410,,3.8,,,90,1,,0
1787422800,local,20.2,46.3,412,,3.8,,,90,1,,0
1787422800,bedroom,19.0,49.3,430,,,,,,,3.752,0
1787422920,local,20.2,46.3,413,,3.8,,,90,1,,0
1787423040,local,20.1,46.3,415,,3.8,,,90,1,,0
1787423160,local,20.1,46.3,416,,3.8,,,90,1,,0
1787423160,bedroom,18.9,49.3,434,,,,,,,3.751,0
1787423280,local,20.1,46.3,418,,3.8,,,90,1,,0
1787423400,local,20.0,46.2,420,,3.9,,,90,1,,0
1787423400,bedroom,18.8,49.2,437,,,,,,,3.750,0
1787423520,local,20.0,46.2,422,,3.9,,,90,1,,0
1787423640,local,20.0,46.2,424,,3.9,,,90,1,,0
1787423760,local,19.9,46.2,425,,3.9,,,90,1,,0
1787423760,bedroom,18.7,49.2,442,,,,,,,3.749,0
1787423880,local,19.9,46.1,427,,3.9,,,89,1,,0
1787424000,local,19.9,46.1,429,,3.9,,,89,1,,0
1787424000,bedroom,18.7,49.1,445,,,,,,,3.749,0
1787424120,local,19.9,46.1,431,,3.9,,,89,1,,0
1787424240,local,19.8,46.1,433,,4.0,,,89,1,,0
1787424360,local,19.8,46.1,435,,4.0,,,89,1,,0
1787424360,bedroom,18.6,49.1,450,,,,,,,3.748,0
1787424480,local,19.8,46.0,437,,4.0,,,89,1,,0
1787424600,local,19.7,46.0,439,,4.0,,,89,1,,0
1787424600,bedroom,18.5,49.0,453,,,,,,,3.747,0
1787424720,local,19.7,46.0,441,,4.0,,,89,1,,0
1787424840,local,19.7,46.0,443,,4.0,,,89,1,,0
1787424960,local,19.7,45.9,445,,4.0,,,89,1,,0
1787424960,bedroom,18.5,48.9,458,,,,,,,3.746,0
1787425080,local,19.6,45.9,447,,4.0,,,89,1,,0
1787425200,local,19.6,45.9,449,,4.1,,,89,1,,0
1787425200,bedroom,18.4,48.9,462,,,,,,,3.746,0
1787425320,local,19.6,45.9,451,,4.1,,,89,1,,0
1787425440,local,19.5,45.9,453,,4.1,,,89,1,,0
1787425560,local,19.5,45.8,455,,4.1,,,89,1,,0
1787425560,bedroom,18.3,48.8,467,,,,,,,3.745,0
1787425680,local,19.5,45.8,457,,4.1,,,89,1,,0
1787425800,local,19.5,45.8,459,,4.1,,,89,1,,0
1787425800,bedroom,18.3,48.8,470,,,,,,,3.744,0
1787425920,local,19.4,45.8,461,,4.1,,,89,1,,0
1787426040,local,19.4,45.7,463,,4.2,,,89,1,,0
1787426160,local,19.4,45.7,465,,4.2,,,88,1,,0
1787426160,bedroom,18.2,48.7,475,,,,,,,3.743,0
1787426280,local,19.4,45.7,467,,4.2,,,88,1,,0
1787426400,local,19.3,45.7,469,,4.2,,,88,1,,0
1787426400,bedroom,18.1,48.7,479,,,,,,,3.743,0
1787426520,local,19.3,45.7,471,,4.2,,,88,1,,0
1787426640,local,19.3,45.6,473,,4.2,,,88,1,,0
1787426760,local,19.3,45.6,475,,4.2,,,88,1,,0
1787426760,bedroom,18.1,48.6,483,,,,,,,3.742,0
1787426880,local,19.2,45.6,476,,4.2,,,88,1,,0
1787427000,local,19.2,45.6,478,,4.3,,,88,1,,0
1787427000,bedroom,18.0,48.6,486,,,,,,,3.741,0
1787427120,local,19.2,45.5,480,,4.3,,,88,1,,0
1787427240,local,19.2,45.5,482,,4.3,,,88,1,,0
1787427360,local,19.2,45.5,483,,4.3,,,88,1,,0
1787427360,bedroom,18.0,48.5,491,,,,,,,3.740,0
1787427480,local,19.1,45.5,485,,4.3,,,88,1,,0
1787427600,local,19.1,45.5,487,,4.3,,,88,1,,0
1787427600,bedroom,17.9,48.5,494,,,,,,,3.740,0
1787427720,local,19.1,45.4,488,,4.3,,,88,1,,0
1787427840,local,19.1,45.4,490,,4.3,,,88,1,,0
1787427960,local,19.1,45.4,491,,4.4,,,88,1,,0
1787427960,bedroom,17.9,48.4,498,,,,,,,3.739,0
1787428080,local,19.0,45.4,493,,4.4,,,88,1,,0
1787428200,local,19.0,45.3,494,,4.4,,,88,1,,0
1787428200,bedroom,17.8,48.3,500,,,,,,,3.738,0
1787428320,local,19.0,45.3,496,,4.4,,,88,1,,0
1787428440,local,19.0,45.3,497,,4.4,,,88,1,,0
1787428560,local,19.0,45.3,498,,4.4,,,88,1,,0
1787428560,bedroom,17.8,48.3,503,,,,,,,3.737,0
1787428680,local,19.0,45.3,499,,4.4,,,87,1,,0
1787428800,local,18.9,45.2,501,,4.4,,,87,1,,0
1787428800,bedroom,17.7,48.2,505,,,,,,,3.737,0
1787428920,local,18.9,45.2,502,,4.5,,,87,1,,0
1787429040,local,18.9,45.2,503,,4.5,,,87,1,,0
1787429160,local,18.9,45.2,504,,4.5,,,87,1,,0
1787429160,bedroom,17.7,48.2,508,,,,,,,3.736,0
1787429280,local,18.9,45.2,505,,4.5,,,87,1,,0
1787429400,local,18.9,45.1,506,,4.5,,,87,1,,0
1787429400,bedroom,17.7,48.1,510,,,,,,,3.735,0
1787429520,local,18.9,45.1,506,,4.5,,,87,1,,0
1787429640,local,18.8,45.1,507,,4.5,,,87,1,,0
1787429760,local,18.8,45.1,508,,4.5,,,87,1,,0
1787429760,bedroom,17.6,48.1,512,,,,,,,3.734,0
1787429880,local,18.8,45.0,509,,4.6,,,87,1,,0
1787430000,local,18.8,45.0,509,,4.6,,,87,1,,0
1787430000,bedroom,17.6,48.0,513,,,,,,,3.734,0
1787430120,local,18.8,45.0,510,,4.6,,,87,1,,0
1787430240,local,18.8,45.0,510,,4.6,,,87,1,,0
1787430360,local,18.8,45.0,511,,4.6,,,87,1,,0
1787430360,bedroom,17.6,48.0,514,,,,,,,3.733,0
1787430480,local,18.8,44.9,511,,4.6,,,87,1,,0
1787430600,local,18.8,44.9,512,,4.6,,,87,1,,0
1787430600,bedroom,17.6,47.9,515,,,,,,,3.732,0
1787430720,local,18.8,44.9,512,,4.6,,,87,1,,0
1787430840,local,18.7,44.9,512,,4.6,,,87,1,,0
1787430960,local,18.7,44.8,512,,4.7,,,87,1,,0
1787430960,bedroom,17.5,47.8,515,,,,,,,3.731,0
1787431080,local,18.7,44.8,512,,4.7,,,87,1,,0
1787431200,local,18.7,44.8,512,,4.7,,,87,1,,0
1787431200,bedroom,17.5,47.8,516,,,,,,,3.731,0
1787431320,local,18.7,44.8,512,,4.7,,,87,1,,0
1787431440,local,18.7,44.8,512,,4.7,,,87,1,,0
1787431560,local,18.7,44.7,512,,4.7,,,87,1,,0
1787431560,bedroom,17.5,47.7,515,,,,,,,3.730,0
1787431680,local,18.7,44.7,512,,4.7,,,86,1,,0
1787431800,local,18.7,44.7,512,,4.7,,,86,1,,0
1787431800,bedroom,17.5,47.7,515,,,,,,,3.729,0
1787431920,local,18.7,44.7,512,,4.7,,,86,1,,0
1787432040,local,18.7,44.7,511,,4.8,,,86,1,,0
1787432160,local,18.7,44.6,511,,4.8,,,86,1,,0
1787432160,bedroom,17.5,47.6,514,,,,,,,3.728,0
1787432280,local,18.7,44.6,510,,4.8,,,86,1,,0
1787432400,local,18.7,44.6,510,,4.8,,,86,1,,0
1787432400,bedroom,17.5,47.6,513,,,,,,,3.728,0
1787432520,local,18.7,44.6,509,,4.8,,,86,1,,0
1787432640,local,18.7,44.6,509,,4.8,,,86,1,,0
1787432760,local,18.7,44.5,508,,4.8,,,86,1,,0
1787432760,bedroom,17.5,47.5,512,,,,,,,3.727,0
1787432880,local,18.7,44.5,508,,4.8,,,86,1,,0
1787433000,local,18.7,44.5,507,,4.8,,,86,1,,0
